variant,n,d,phase,U_median,Q_median,n_highU_lowQ,n_lowU_highQ,highU_lowQ,lowU_highQ,abs_diff,ratio
lso_grid,10,4,early,3.218803045241209,1.1079811264414112,195,195,0.1284705083252334,0.21263820707892894,0.08416769875369554,1.6551519087993196
lso_grid,10,4,late,1.4424811475683168,0.1883363544698461,165,165,0.028079231705751898,0.03582329414838561,0.00774406244263371,1.2757932454771324
lso_grid,10,4,mid,2.632575430317803,0.9454928627113185,203,203,0.10990350554550651,0.14760293293837706,0.03769942739287055,1.3430229746153162
lso_grid,10,6,early,3.6600992194416726,0.1721543269638024,192,192,0.06484273609949011,0.11052767313808416,0.04568493703859405,1.7045498044453016
lso_grid,10,6,late,2.5171907217360725,0.3199562455968502,217,217,0.060360900225325004,0.083634261287743,0.023273361062417994,1.385570145169131
lso_grid,10,6,mid,3.0345396099548223,0.44261110288612604,338,338,0.06521656381529482,0.13330959936152864,0.06809303554623382,2.0441064595044547
lso_grid,10,8,early,3.982998498216661,0.11295806720862636,118,118,0.05961213442225298,0.07955741966477352,0.01994528524252054,1.3345843163615199
lso_grid,10,8,late,2.8023787160142355,0.02595701560777285,359,359,0.015014967999481328,0.049565515476115825,0.0345505474766345,3.301073667145211
lso_grid,10,8,mid,3.3857482008514195,0.03423564646697605,260,260,0.024357919154016524,0.061521535022316394,0.037163615868299874,2.5257303234037436
vanilla_ls_nm,4,4,early,2.091622983206631,2.1807374607018475,92,92,0.10102932405312157,0.21317407673355734,0.11214475268043578,2.1100218053668227
vanilla_ls_nm,4,4,late,0.9106982426630168,0.00378467959264,310,310,0.002031605787736609,0.004899116629107166,0.0028675108413705568,2.4114504195054596
vanilla_ls_nm,4,4,mid,1.3652756111336544,0.040576610446574096,212,212,0.009734553168431302,0.0238938766505804,0.014159323482149098,2.4545427239605737
vanilla_ls_nm,4,6,early,2.002540719126088,2.2460840623857483,70,70,0.08581337219908991,0.19499118553404005,0.10917781333495014,2.272270399555607
vanilla_ls_nm,4,6,late,0.8804439097222296,0.0014512259726115,403,403,0.00115256899258411,0.0033122261793498615,0.0021596571867657515,2.8737769284628296
vanilla_ls_nm,4,6,mid,1.1551785423920482,0.02456815823974145,313,313,0.005456315547603298,0.010566850763627919,0.00511053521602462,1.9366275046664845
vanilla_ls_nm,4,8,early,1.7642318834248902,1.2973471134309396,38,38,0.07488679154574722,0.10635651083988851,0.03146971929414129,1.420230572635989
vanilla_ls_nm,4,8,late,0.6927904174028955,0.00020970560994395,178,178,0.0003815951143310676,0.001087496133712171,0.0007059010193811034,2.8498691227180433
vanilla_ls_nm,4,8,mid,0.816767790859893,0.00967079530590655,280,280,0.002569011367108768,0.008316439997376466,0.005747428630267698,3.2372141687858718
vanilla_ls_nm,6,4,early,2.6428496650330935,1.6226683667476645,133,133,0.13466218031006238,0.18567952469986154,0.05101734438979916,1.3788542876131271
vanilla_ls_nm,6,4,late,0.9177368102700526,0.0226023197801802,235,235,0.006579438524957516,0.009268146151894776,0.00268870762693726,1.4086530509766593
vanilla_ls_nm,6,4,mid,1.8484046903367175,0.3051787878685057,191,191,0.04723829634598038,0.05575455188005636,0.008516255534075978,1.180282867775367
