ansatz,variant,n_qubits,depth,statistic,seeds_expected,seeds_estimable,cell_estimable,rho_bar,ci_lo,ci_hi,material_and_resolved,reason,sign,max_vif_median,kappa_median,top_status,bootstrap_seed
hea,pcgrad,10,4,rho_nu,30,21,True,0.5154813792785793,0.40682141379316483,0.6117883970032211,True,material_and_resolved,1,6.723429487795592,5.9560207837383,ok,2104520653
hea,pcgrad,10,4,rho_cos,30,21,True,0.8053730678933386,0.753907840485835,0.8513680811000034,True,material_and_resolved,1,6.723429487795592,5.956020783738301,ok,3286951795
hea,pcgrad,10,4,rho_C,30,21,True,-0.24970361721704176,-0.35245732957376874,-0.13051416997990997,True,material_and_resolved,-1,6.723429487795592,5.956020783738298,ok,46939139
hea,pcgrad,10,6,rho_nu,30,14,False,0.5737608341859886,0.37670548752725136,0.7374899012944371,False,cell_underdetermined,1,10.45254064428441,7.531233391054094,collinear,1914389064
hea,pcgrad,10,6,rho_cos,30,14,False,0.671674989369125,0.5226559852318274,0.7843475788237084,False,cell_underdetermined,1,10.45254064428441,7.531233391054094,collinear,2047431124
hea,pcgrad,10,6,rho_C,30,14,False,-0.2477584255031785,-0.4602508182611121,-0.018936974001037343,False,cell_underdetermined,-1,10.452540644284415,7.531233391054094,collinear,1695816765
hea,pcgrad,10,8,rho_nu,30,9,False,0.45281583911120593,0.07255907409126952,0.7108356032171574,False,cell_underdetermined,1,15.87219833286367,8.581977194033131,collinear,3605386641
hea,pcgrad,10,8,rho_cos,30,9,False,0.9008605202252453,0.6087160976909027,0.9823406904423514,False,cell_underdetermined,1,15.87219833286367,8.581977194033135,collinear,3571686177
hea,pcgrad,10,8,rho_C,30,9,False,-0.09144208742149822,-0.4754753236887561,0.31088501518575423,False,cell_underdetermined,-1,15.87219833286367,8.581977194033133,collinear,680472231
hea,pcgrad_nm,4,4,rho_nu,30,0,False,,,,False,cell_underdetermined,0,,,structural_target,3794225550
hea,pcgrad_nm,4,4,rho_cos,30,30,True,0.9621218025617482,0.9502002051676339,0.9711800933688756,True,material_and_resolved,1,1.5179563466322445,1.9542766334037003,ok,812111361
